startSec	durationSec	eventName	
12516.1133	115	segmentViewed	
14868.4961	115	segmentViewed	
15018.4961	115	segmentViewed	
12517.7733	0.66	spindle	
12524.9533	0.92	spindle	
12529.5133	0.59	spindle	
12536.8633	0.67	spindle	
12543.7833	0.9	spindle	
12547.6433	1.4	spindle	
12565.5333	1.07	spindle	
12577.5333	0.67	spindle	
12590.6833	0.81	spindle	
12597.8233	0.67	spindle	
12601.6833	0.58	spindle	
12604.4933	0.6	spindle	
12606.2633	0.72	spindle	
12609.4633	0.84	spindle	
14875.9061	0.73	spindle	
14879.5961	1.09	spindle	
14883.3661	0.83	spindle	
14884.5161	0.84	spindle	
14887.5261	1.01	spindle	
14956.1261	0.63	spindle	
14961.1961	1.44	spindle	
14971.9261	1.35	spindle	
14976.5761	0.99	spindle	
15021.7361	1.13	spindle	
15038.3261	0.69	spindle	
15041.4661	1.12	spindle	
15045.7261	1.18	spindle	
15047.9461	1.27	spindle	
15053.4061	0.81	spindle	
15057.8661	0.77	spindle	
15061.2161	1.27	spindle	
15064.7261	0.65	spindle	
15067.6861	1.09	spindle	
15075.1561	0.64	spindle	
15077.0761	0.49	spindle	
15092.7661	0.64	spindle	
15094.2461	0.71	spindle	
15112.8861	0.62	spindle	
15119.2161	1.28	spindle	
15123.0561	0.74	spindle	
