startSec	durationSec	eventName	
669.4883	115	segmentViewed	
1643.5	115	segmentViewed	
4163.5313	115	segmentViewed	
4453.5352	115	segmentViewed	
4623.5391	115	segmentViewed	
5633.5547	115	segmentViewed	
5753.5547	115	segmentViewed	
10893.6211	115	segmentViewed	
11053.6211	115	segmentViewed	
12033.6328	115	segmentViewed	
781.6183	0.54	spindle	
1676.96	0.65	spindle	
1723.6	0.77	spindle	
1734.87	0.65	spindle	
4189.2213	0.57	spindle	
4499.4652	0.46	spindle	
4502.2052	0.89	spindle	
4629.0691	0.73	spindle	
4658.6691	0.95	spindle	
5634.8947	0.66	spindle	
5646.2047	0.93	spindle	
5660.9347	0.6	spindle	
5674.0647	0.86	spindle	
5729.4947	1.13	spindle	
5734.8547	0.53	spindle	
5738.4047	0.7	spindle	
5839.2547	0.96	spindle	
10912.6511	0.52	spindle	
12061.4228	0.32	spindle	
12101.4828	0.79	spindle	
