startSec	durationSec	eventName	
346.9727	115	segmentViewed	
496.9766	115	segmentViewed	
2947.0078	115	segmentViewed	
5257.0352	115	segmentViewed	
5397.0352	115	segmentViewed	
5567.0391	115	segmentViewed	
6567.0547	115	segmentViewed	
8007.0703	115	segmentViewed	
8347.0781	115	segmentViewed	
9767.0938	115	segmentViewed	
350.8027	1.63	spindle	
355.3327	1.2	spindle	
415.9027	1.17	spindle	
429.7827	1.07	spindle	
434.4127	1.14	spindle	
441.0727	0.83	spindle	
447.4727	0.9	spindle	
507.4766	2.05	spindle	
513.7766	1.74	spindle	
518.6866	1.18	spindle	
523.2666	0.63	spindle	
532.4766	0.37	spindle	
542.0466	0.66	spindle	
553.9766	1	spindle	
560.8566	1.11	spindle	
563.6266	0.91	spindle	
569.6866	0.82	spindle	
578.3066	1.05	spindle	
581.7966	0.95	spindle	
588.6866	0.56	spindle	
590.6166	0.39	spindle	
596.4566	1.12	spindle	
2951.9578	0.99	spindle	
2956.3478	1	spindle	
2997.9078	0.46	spindle	
3036.3878	0.4	spindle	
5267.5652	0.97	spindle	
5268.9952	1.51	spindle	
5295.5552	0.95	spindle	
5306.2852	1.27	spindle	
5314.3752	1.03	spindle	
5317.6352	0.76	spindle	
5320.0852	0.93	spindle	
5341.1852	1.15	spindle	
5344.3452	1.12	spindle	
5348.9252	0.75	spindle	
5350.1352	1.13	spindle	
5364.8152	0.64	spindle	
5426.5652	0.4	spindle	
5429.0352	0.99	spindle	
5433.1552	1.11	spindle	
5434.5552	1.48	spindle	
5438.5652	0.68	spindle	
5441.7952	0.85	spindle	
5445.7752	1.03	spindle	
5452.5452	1.16	spindle	
5456.1052	0.94	spindle	
5490.9352	0.39	spindle	
5581.7791	0.44	spindle	
5598.9491	0.75	spindle	
5601.4091	1.27	spindle	
5606.2591	0.59	spindle	
5610.6391	0.93	spindle	
5618.5991	0.42	spindle	
5629.0391	0.56	spindle	
5669.7391	0.87	spindle	
6633.3247	1.29	spindle	
6647.1747	0.93	spindle	
6663.3247	1.04	spindle	
8065.3103	0.56	spindle	
8395.5581	0.57	spindle	
8407.1781	0.64	spindle	
8421.4381	0.61	spindle	
8440.6081	0.86	spindle	
8449.7581	0.52	spindle	
9822.5538	0.81	spindle	
9853.7038	0.6	spindle	
9863.0638	0.54	spindle	
