startSec	durationSec	eventName	
829.3945	115	segmentViewed	
1101.3984	115	segmentViewed	
3645.4297	115	segmentViewed	
3775.4297	115	segmentViewed	
5245.4492	115	segmentViewed	
5385.4531	115	segmentViewed	
5525.4531	115	segmentViewed	
5675.457	115	segmentViewed	
6115.4609	115	segmentViewed	
9878.7813	115	segmentViewed	
903.1545	0.82	spindle	
908.9045	0.69	spindle	
909.8445	0.46	spindle	
912.5845	0.55	spindle	
916.1845	0.56	spindle	
1109.2984	0.93	spindle	
1126.4684	0.87	spindle	
1136.3384	0.42	spindle	
1143.7084	0.46	spindle	
1148.1284	0.63	spindle	
1157.1084	0.82	spindle	
1173.3684	0.65	spindle	
1198.9084	0.99	spindle	
3700.2297	1.01	spindle	
3704.5997	0.54	spindle	
3712.3397	0.99	spindle	
3716.3197	0.53	spindle	
3733.4397	1.19	spindle	
3739.0797	0.51	spindle	
3740.2697	0.3	spindle	
3745.3397	0.71	spindle	
3757.3197	0.75	spindle	
3788.7397	1.18	spindle	
3792.8997	0.93	spindle	
3799.5297	0.46	spindle	
3826.0997	1.38	spindle	
3844.4797	0.76	spindle	
3848.0197	0.64	spindle	
3861.8297	0.42	spindle	
5305.1792	0.61	spindle	
5329.8992	0.71	spindle	
5337.4592	0.35	spindle	
5341.4192	0.58	spindle	
5441.6531	0.38	spindle	
5466.1631	1.38	spindle	
5490.6431	0.45	spindle	
5494.9731	0.58	spindle	
5528.7231	1.11	spindle	
5537.2831	0.83	spindle	
5549.0531	1.34	spindle	
5553.1931	0.73	spindle	
5556.8631	1.14	spindle	
5574.1931	1.04	spindle	
5578.4231	1.56	spindle	
5584.8531	1.56	spindle	
5592.9531	0.52	spindle	
5604.5031	0.61	spindle	
5625.3931	0.58	spindle	
5631.2331	1.34	spindle	
5634.5231	1.3	spindle	
5637.9231	1	spindle	
5682.507	0.49	spindle	
5708.447	0.39	spindle	
5718.877	0.81	spindle	
5753.007	1.09	spindle	
5759.987	0.65	spindle	
5768.467	0.75	spindle	
6121.8509	1.25	spindle	
6125.8209	0.97	spindle	
6141.5509	0.92	spindle	
6145.8209	0.64	spindle	
6154.5709	0.33	spindle	
6190.0309	1.01	spindle	
6194.0209	0.66	spindle	
6216.8409	0.56	spindle	
9880.0013	0.75	spindle	
9909.9113	1.14	spindle	
9937.4013	0.93	spindle	
9940.2713	0.55	spindle	
9941.4213	1.07	spindle	
9950.5813	1.22	spindle	
9964.5613	0.47	spindle	
9984.0813	0.56	spindle	
9993.0813	0.43	spindle	
