startSec	durationSec	eventName	
941.9688	115	segmentViewed	
8112.0625	115	segmentViewed	
9282.0742	115	segmentViewed	
945.6688	2.07	spindle	
961.1988	0.69	spindle	
964.1188	0.37	spindle	
969.0588	0.86	spindle	
978.6088	0.43	spindle	
981.6288	1.07	spindle	
992.3088	0.75	spindle	
996.4188	0.66	spindle	
1001.1288	1.4	spindle	
1005.3088	1.11	spindle	
1007.4088	0.58	spindle	
1017.1588	1.03	spindle	
1020.0588	0.86	spindle	
8114.0125	0.64	spindle	
8118.6325	0.85	spindle	
8123.1125	1.49	spindle	
8128.6225	1.55	spindle	
8134.0825	1.05	spindle	
8137.6725	1.42	spindle	
8145.4025	1.45	spindle	
8150.5325	0.36	spindle	
8169.9325	1.05	spindle	
8187.1925	1.41	spindle	
8192.1125	1.28	spindle	
8203.0825	1.16	spindle	
8216.9125	0.75	spindle	
8221.8725	1.36	spindle	
9314.2142	0.78	spindle	
9317.5942	0.49	spindle	
9325.0442	1.17	spindle	
9329.4842	0.56	spindle	
9350.0942	0.95	spindle	
9377.5742	0.48	spindle	
9394.3942	1.21	spindle	
