startSec	durationSec	eventName	
4985.9375	115	segmentViewed	
5225.9414	115	segmentViewed	
12166.0313	115	segmentViewed	
4996.0575	0.43	spindle	
5002.5175	0.76	spindle	
5005.5475	0.44	spindle	
5011.5575	0.65	spindle	
5038.3775	1.38	spindle	
5050.9475	1.54	spindle	
5058.0975	0.93	spindle	
5064.3375	1.11	spindle	
5082.9675	0.68	spindle	
5235.0214	0.43	spindle	
5242.2014	1.09	spindle	
5258.2614	1.42	spindle	
5270.7214	1.27	spindle	
5280.8314	0.84	spindle	
5297.7714	0.61	spindle	
5316.6614	0.52	spindle	
5325.9314	0.96	spindle	
5330.0714	1.27	spindle	
5335.9014	0.51	spindle	
12166.6113	1.54	spindle	
12171.2313	1.25	spindle	
12175.2513	1.16	spindle	
12188.6013	1.04	spindle	
12192.7213	0.52	spindle	
12194.0813	0.89	spindle	
12201.0313	0.52	spindle	
12205.1413	0.51	spindle	
12210.0713	0.82	spindle	
12214.3713	1.11	spindle	
12219.9413	1.15	spindle	
12224.9613	1.09	spindle	
12227.7713	0.97	spindle	
12235.3213	0.87	spindle	
12242.0913	0.85	spindle	
12244.2213	0.96	spindle	
12250.1713	0.49	spindle	
12257.6113	1.4	spindle	
12260.9913	1.71	spindle	
12275.2013	0.78	spindle	
