startSec	durationSec	eventName	
5347.0273	115	segmentViewed	
5727.0313	115	segmentViewed	
9127.0781	115	segmentViewed	
5347.6773	0.43	spindle	
5350.2373	0.49	spindle	
5365.6773	0.69	spindle	
5368.7873	0.91	spindle	
5393.5273	0.97	spindle	
5396.3173	1.2	spindle	
5436.3373	1.23	spindle	
5443.5373	1.11	spindle	
5727.6113	0.91	spindle	
5732.0313	0.93	spindle	
5746.1113	1.67	spindle	
5765.9613	0.59	spindle	
5771.4613	0.82	spindle	
5783.2413	0.47	spindle	
5786.1413	0.43	spindle	
5788.9613	0.38	spindle	
5812.1013	0.44	spindle	
5812.8613	0.5	spindle	
5820.9713	0.48	spindle	
9132.5381	1.37	spindle	
9155.0081	0.53	spindle	
9173.0781	1.11	spindle	
9193.2781	0.72	spindle	
9195.2781	1.86	spindle	
9211.9881	0.51	spindle	
9226.7881	1.05	spindle	
