startSec	durationSec	eventName	
7545.9805	115	segmentViewed	
8216.0039	115	segmentViewed	
10676.0742	115	segmentViewed	
7557.3105	1.23	spindle	
7561.5605	0.49	spindle	
7564.1205	0.91	spindle	
7568.7605	0.73	spindle	
7576.6605	0.9	spindle	
7615.7405	1.3	spindle	
7638.3105	0.87	spindle	
7649.2805	0.79	spindle	
7655.4705	0.83	spindle	
8221.5839	0.82	spindle	
8260.4339	0.83	spindle	
8318.7039	0.92	spindle	
8327.6139	1.41	spindle	
10684.4442	0.68	spindle	
10686.8542	0.8	spindle	
10689.1542	0.48	spindle	
10692.9542	1.12	spindle	
10708.9742	1.03	spindle	
10713.7342	0.83	spindle	
10738.7242	1.32	spindle	
10762.7042	1.13	spindle	
10771.0142	0.87	spindle	
