startSec	durationSec	eventName	
2549.3438	115	segmentViewed	
6249.3945	115	segmentViewed	
6569.3984	115	segmentViewed	
2551.4438	0.41	spindle	
2560.3438	0.56	spindle	
2580.8438	0.51	spindle	
2586.8338	0.98	spindle	
2636.9038	0.93	spindle	
2657.4938	0.78	spindle	
6249.9545	0.54	spindle	
6268.3845	1.21	spindle	
6272.2345	0.99	spindle	
6288.1045	0.44	spindle	
6297.6645	0.98	spindle	
6299.5045	0.36	spindle	
6303.0845	0.49	spindle	
6320.9045	0.97	spindle	
6329.5645	0.4	spindle	
6570.4184	0.46	spindle	
6597.7184	1.5	spindle	
6613.2184	0.64	spindle	
6622.2784	0.98	spindle	
6636.0884	0.72	spindle	
6640.3784	0.65	spindle	
