startSec	durationSec	eventName	
2771.6602	115	segmentViewed	
13821.8047	115	segmentViewed	
14141.8086	115	segmentViewed	
2783.2602	0.56	spindle	
2790.3302	0.73	spindle	
2792.8802	0.97	spindle	
2796.7502	1.64	spindle	
2806.9302	0.97	spindle	
2814.9602	0.41	spindle	
2828.4402	0.44	spindle	
2832.3702	1.23	spindle	
2835.4802	1.25	spindle	
2840.5102	1.57	spindle	
2846.4302	1.13	spindle	
2874.1302	0.8	spindle	
2879.9102	1.08	spindle	
2884.5702	0.55	spindle	
13823.1447	0.79	spindle	
13831.1547	1.27	spindle	
13836.2047	0.38	spindle	
13847.5647	0.81	spindle	
13851.1647	0.61	spindle	
13875.3847	0.8	spindle	
13883.1147	1.51	spindle	
13889.3047	0.71	spindle	
13893.5947	0.44	spindle	
13894.6047	0.49	spindle	
13897.9647	1.22	spindle	
13904.5847	0.99	spindle	
13932.7747	0.97	spindle	
14142.6086	0.96	spindle	
14164.2386	1.73	spindle	
14189.8586	0.74	spindle	
14192.4686	1.04	spindle	
14198.2986	0.78	spindle	
14206.2986	0.91	spindle	
14231.1886	0.93	spindle	
14234.0886	0.86	spindle	
14242.5786	0.54	spindle	
14247.8886	0.48	spindle	
