startSec	durationSec	eventName	
1864.8789	115	segmentViewed	
4163.9063	115	segmentViewed	
4523.9141	115	segmentViewed	
6283.9375	115	segmentViewed	
7463.9492	115	segmentViewed	
7763.957	115	segmentViewed	
11084	115	segmentViewed	
14364.0391	115	segmentViewed	
16214.0664	115	segmentViewed	
17604.082	115	segmentViewed	
1864.9589	0.77	spindle	
1868.7689	0.54	spindle	
1872.1989	0.5	spindle	
1894.3589	0.35	spindle	
1898.2789	0.62	spindle	
1918.3689	0.72	spindle	
1934.1289	0.75	spindle	
1943.5289	0.81	spindle	
1946.8089	0.57	spindle	
1948.9189	0.46	spindle	
1955.6489	0.7	spindle	
4171.3263	0.94	spindle	
4178.9963	0.97	spindle	
4196.1763	0.56	spindle	
4201.7963	0.65	spindle	
4235.9063	0.3	spindle	
4250.9363	1.57	spindle	
4276.5963	0.87	spindle	
4546.0641	0.78	spindle	
4604.3041	0.57	spindle	
4624.4641	1.43	spindle	
6328.2175	0.52	spindle	
6347.8675	0.79	spindle	
6368.0475	0.94	spindle	
6378.7975	0.57	spindle	
6382.5275	2.48	spindle	
7466.5392	0.54	spindle	
7482.7092	1.06	spindle	
7487.9192	0.54	spindle	
7498.7392	0.39	spindle	
7503.3992	0.71	spindle	
7507.6292	1.54	spindle	
7512.5792	0.95	spindle	
7516.8992	1.54	spindle	
7530.7492	2.12	spindle	
7536.0192	1.26	spindle	
7540.9492	0.98	spindle	
7569.3692	1.15	spindle	
7573.5792	1.45	spindle	
7785.537	0.7	spindle	
7791.517	0.49	spindle	
7812.667	1.33	spindle	
7817.177	0.52	spindle	
7822.407	0.59	spindle	
7830.527	0.84	spindle	
7835.647	1.04	spindle	
7842.757	0.38	spindle	
7860.667	0.98	spindle	
7865.197	1.02	spindle	
11085.27	0.84	spindle	
11092.3	0.98	spindle	
11100.63	2.24	spindle	
11105.6	0.93	spindle	
11125.65	0.63	spindle	
11139	1.13	spindle	
11150.93	0.54	spindle	
11162.82	1.53	spindle	
11182.46	0.93	spindle	
14371.4891	0.91	spindle	
14377.0491	1.22	spindle	
14386.8891	1.18	spindle	
14414.2791	1.52	spindle	
14419.1291	0.89	spindle	
14436.0891	0.42	spindle	
14446.1391	0.53	spindle	
14462.6691	0.69	spindle	
14468.7691	0.67	spindle	
16227.3364	0.42	spindle	
16280.4664	0.3	spindle	
16284.4264	0.82	spindle	
16323.2664	0.62	spindle	
17635.182	0.86	spindle	
17639.732	0.52	spindle	
