startSec	durationSec	eventName	
6092.9492	115	segmentViewed	
8282.9766	115	segmentViewed	
12323.0313	115	segmentViewed	
6123.3092	0.64	spindle	
6128.9992	0.56	spindle	
6132.1992	0.91	spindle	
6134.4892	0.78	spindle	
6194.3092	0.74	spindle	
6201.9592	0.68	spindle	
6206.6892	1	spindle	
8310.8466	0.38	spindle	
8315.5566	1.23	spindle	
8321.9066	0.75	spindle	
8344.3166	0.35	spindle	
8356.2766	0.39	spindle	
8379.8266	0.64	spindle	
8383.6466	0.78	spindle	
12363.0813	0.77	spindle	
12396.9913	0.94	spindle	
12405.9713	0.77	spindle	
12433.0513	0.92	spindle	
