startSec	durationSec	eventName	
9639.8828	115	segmentViewed	
19389.8828	115	segmentViewed	
21119.8828	115	segmentViewed	
9699.5228	0.48	spindle	
9706.4728	0.57	spindle	
9710.1728	1.09	spindle	
9725.7028	0.47	spindle	
9748.4228	0.89	spindle	
9753.1028	0.59	spindle	
19404.1128	0.81	spindle	
19406.2728	0.31	spindle	
19410.0528	1.16	spindle	
19413.2128	0.84	spindle	
19429.6428	1.11	spindle	
19431.9428	0.34	spindle	
19435.4728	0.37	spindle	
19436.8728	0.51	spindle	
19437.7428	0.44	spindle	
19454.6028	1.49	spindle	
19461.5628	0.63	spindle	
19491.8028	0.33	spindle	
19500.5228	0.54	spindle	
19503.7628	1.04	spindle	
21134.8928	0.58	spindle	
21194.7228	0.58	spindle	
21198.6628	0.55	spindle	
21229.1628	1.05	spindle	
