startSec	durationSec	eventName	
11368.3945	115	segmentViewed	
11758.4023	115	segmentViewed	
13020.418	115	segmentViewed	
11368.4545	0.65	spindle	
11372.1145	1.13	spindle	
11377.3045	1.48	spindle	
11386.0045	1.99	spindle	
11391.2045	1.36	spindle	
11397.8145	0.94	spindle	
11402.3645	0.83	spindle	
11416.5745	0.43	spindle	
11421.2845	0.92	spindle	
11440.8545	0.79	spindle	
11442.9345	0.65	spindle	
11456.1445	0.78	spindle	
11459.1645	0.78	spindle	
11466.6745	0.7	spindle	
11474.4045	0.71	spindle	
11480.6045	1.2	spindle	
11760.2823	0.45	spindle	
11778.4723	0.3	spindle	
11779.1523	0.71	spindle	
11781.8523	1.49	spindle	
11787.3923	1.19	spindle	
11791.8923	0.99	spindle	
11796.9623	1.1	spindle	
11806.8123	0.47	spindle	
11807.5823	0.46	spindle	
11813.5523	0.77	spindle	
11814.6423	0.85	spindle	
11823.0623	0.69	spindle	
11846.1023	0.82	spindle	
11848.7423	0.59	spindle	
11860.8823	1.51	spindle	
11863.7323	0.76	spindle	
11868.3323	0.34	spindle	
11872.3023	0.8	spindle	
13027.198	0.76	spindle	
13030.608	0.4	spindle	
13031.818	0.55	spindle	
13035.298	1.01	spindle	
13068.668	0.81	spindle	
13072.058	1.32	spindle	
13078.408	0.72	spindle	
13093.688	1.73	spindle	
13100.228	0.91	spindle	
13103.188	0.44	spindle	
13107.368	0.5	spindle	
13113.848	0.74	spindle	
13118.998	0.94	spindle	
13121.728	0.53	spindle	
13133.008	0.37	spindle	
