startSec	durationSec	eventName	
5224.8516	115	segmentViewed	
5404.8555	115	segmentViewed	
9912.9141	115	segmentViewed	
5237.1016	0.97	spindle	
5243.5216	0.53	spindle	
5252.9216	1.03	spindle	
5262.2716	0.53	spindle	
5266.4316	1.03	spindle	
5274.5416	0.66	spindle	
5282.5716	1.58	spindle	
5295.9116	1.44	spindle	
5406.8655	0.44	spindle	
5411.1855	0.75	spindle	
5433.2555	0.38	spindle	
5437.8855	0.6	spindle	
5440.2155	0.59	spindle	
5451.0755	0.62	spindle	
5456.3155	0.63	spindle	
5466.6255	0.44	spindle	
5473.2055	0.48	spindle	
5478.5255	1.03	spindle	
5495.1555	0.6	spindle	
9954.2941	0.61	spindle	
10015.7541	1.49	spindle	
10026.8641	1.05	spindle	
