startSec	durationSec	eventName	
4969.2891	115	segmentViewed	
7707.3672	115	segmentViewed	
9559.418	115	segmentViewed	
4992.3291	0.8	spindle	
5000.6591	0.43	spindle	
5005.6791	0.48	spindle	
5009.0991	1.63	spindle	
5018.9891	0.55	spindle	
5027.1591	0.94	spindle	
5033.2591	0.79	spindle	
5057.1691	0.87	spindle	
5073.3691	1.26	spindle	
5076.6091	1.11	spindle	
5080.6291	1.08	spindle	
7723.2672	0.56	spindle	
7780.1872	0.76	spindle	
7789.7172	0.39	spindle	
7816.2872	0.39	spindle	
9588.418	0.67	spindle	
9605.228	0.79	spindle	
9606.228	0.69	spindle	
9647.378	0.77	spindle	
9672.798	0.68	spindle	
