startSec	durationSec	eventName	
2845.832	115	segmentViewed	
11742.0938	115	segmentViewed	
12070.1016	115	segmentViewed	
2850.972	0.4	spindle	
2876.192	0.52	spindle	
2888.192	0.44	spindle	
2912.652	0.55	spindle	
2931.962	0.72	spindle	
2935.722	0.3	spindle	
2939.752	0.39	spindle	
2947.802	0.65	spindle	
11749.6538	0.39	spindle	
11770.6038	0.78	spindle	
11808.0138	1.09	spindle	
11823.1638	0.83	spindle	
11831.9438	0.38	spindle	
11841.5338	0.43	spindle	
12093.3916	1.13	spindle	
12114.3316	0.66	spindle	
12126.1016	0.75	spindle	
12133.0916	0.57	spindle	
12140.6616	1.19	spindle	
12154.5216	0.84	spindle	
12164.4416	0.46	spindle	
