startSec	durationSec	eventName	
16742.8867	115	segmentViewed	
17492.8867	115	segmentViewed	
25312.8867	115	segmentViewed	
16743.6967	0.82	spindle	
16749.5667	0.34	spindle	
16753.8267	0.38	spindle	
16764.3767	0.75	spindle	
16770.9767	0.53	spindle	
16778.0667	0.54	spindle	
16785.6767	1.16	spindle	
16793.1667	1.05	spindle	
16801.4767	1	spindle	
16806.2667	0.66	spindle	
16810.1767	0.67	spindle	
16815.6767	0.55	spindle	
16831.3267	0.65	spindle	
16838.8867	0.55	spindle	
16845.2867	0.61	spindle	
16850.6267	0.56	spindle	
16852.3167	0.87	spindle	
17493.2267	0.8	spindle	
17495.7867	1.55	spindle	
17501.8767	1.04	spindle	
17505.6067	0.4	spindle	
17511.8467	0.66	spindle	
17515.0767	0.94	spindle	
17517.2367	0.57	spindle	
17532.6967	0.76	spindle	
17554.7467	0.46	spindle	
17559.9767	0.75	spindle	
17562.3567	1.18	spindle	
17575.4467	0.44	spindle	
17577.9567	0.76	spindle	
17587.9867	1.17	spindle	
17591.3467	0.61	spindle	
25343.6867	0.42	spindle	
25347.4867	0.31	spindle	
25350.4467	0.87	spindle	
25369.2567	1.11	spindle	
25400.7567	0.86	spindle	
25403.4467	0.98	spindle	
