startSec	durationSec	eventName	
7000.0703	115	segmentViewed	
7210.0703	115	segmentViewed	
7450.0742	115	segmentViewed	
7960.082	115	segmentViewed	
10210.1094	115	segmentViewed	
12120.1367	115	segmentViewed	
12298.1367	115	segmentViewed	
14560.168	115	segmentViewed	
14898.7617	115	segmentViewed	
15158.7656	115	segmentViewed	
7045.7203	0.68	spindle	
7048.4803	1.23	spindle	
7060.5403	0.53	spindle	
7066.8303	1.03	spindle	
7072.6403	0.75	spindle	
7087.4003	1.5	spindle	
7091.3703	0.88	spindle	
7100.1503	0.53	spindle	
7105.4803	0.67	spindle	
7216.9503	0.91	spindle	
7232.1003	1.62	spindle	
7251.2003	0.62	spindle	
7252.7703	1.02	spindle	
7260.8503	0.87	spindle	
7277.6903	0.79	spindle	
7294.6603	0.37	spindle	
7460.3742	0.59	spindle	
7468.1542	1.22	spindle	
7473.2642	1.6	spindle	
7490.9042	0.66	spindle	
7499.0642	0.58	spindle	
7501.8242	0.61	spindle	
7505.0142	1.53	spindle	
7520.2942	0.6	spindle	
7528.4042	1.27	spindle	
7550.1342	0.41	spindle	
7557.0242	0.71	spindle	
7561.2142	0.8	spindle	
7563.2442	0.85	spindle	
7965.572	1.73	spindle	
7984.842	0.76	spindle	
7996.792	0.74	spindle	
8009.742	0.87	spindle	
8022.172	0.41	spindle	
8041.222	0.76	spindle	
8049.542	0.34	spindle	
8051.582	0.7	spindle	
8055.362	0.44	spindle	
8057.512	1.03	spindle	
10210.1194	0.62	spindle	
10217.1994	0.79	spindle	
10233.8094	0.97	spindle	
10239.1394	1.13	spindle	
10242.1094	1.05	spindle	
10248.2894	1.03	spindle	
10262.7694	1.36	spindle	
10271.6794	1.07	spindle	
10277.8794	1.06	spindle	
10281.1794	0.98	spindle	
10285.7994	0.73	spindle	
10301.1394	1.36	spindle	
10308.0894	1.11	spindle	
12127.2467	0.78	spindle	
12130.5467	0.71	spindle	
12137.0667	0.66	spindle	
12170.9667	1.39	spindle	
12175.3967	0.75	spindle	
12182.2567	0.34	spindle	
12187.1867	0.88	spindle	
12227.3867	0.6	spindle	
12338.4367	0.52	spindle	
12355.9267	0.68	spindle	
12359.5567	1.38	spindle	
12367.9467	1.23	spindle	
12386.1867	2.17	spindle	
12395.5567	0.69	spindle	
12401.7067	1.13	spindle	
12403.2167	0.41	spindle	
12408.8067	0.47	spindle	
14580.528	1.41	spindle	
14592.588	0.95	spindle	
14608.918	0.57	spindle	
14609.668	0.62	spindle	
14612.888	0.41	spindle	
14619.148	1.07	spindle	
14622.758	0.67	spindle	
14630.568	0.59	spindle	
14637.718	0.46	spindle	
14899.4917	1.52	spindle	
14902.5317	0.52	spindle	
14906.6417	1.12	spindle	
14927.5517	1.2	spindle	
14931.2917	0.95	spindle	
14939.3117	0.63	spindle	
14943.6017	0.55	spindle	
14948.6317	0.74	spindle	
14954.2917	1.63	spindle	
14959.2617	0.94	spindle	
14963.0317	0.69	spindle	
14965.2817	1.76	spindle	
14972.3717	1.28	spindle	
15168.2656	0.55	spindle	
15180.7356	1.93	spindle	
15183.5956	0.75	spindle	
15191.5256	0.66	spindle	
15198.3856	1.02	spindle	
15202.0356	1.08	spindle	
15205.3456	0.59	spindle	
15206.3256	1.87	spindle	
15211.3256	0.9	spindle	
15223.7356	0.98	spindle	
15233.2256	0.94	spindle	
15239.2056	0.7	spindle	
15242.7456	0.8	spindle	
15256.2556	1.21	spindle	
15258.2256	0.86	spindle	
15270.0856	1.58	spindle	
