startSec	durationSec	eventName	
2855.3164	115	segmentViewed	
5085.3477	115	segmentViewed	
6105.3594	115	segmentViewed	
6525.3633	115	segmentViewed	
6865.3711	115	segmentViewed	
9885.4102	115	segmentViewed	
12185.4375	115	segmentViewed	
12305.4375	115	segmentViewed	
12485.4414	115	segmentViewed	
12685.4453	115	segmentViewed	
2864.7064	0.66	spindle	
2897.6464	1.24	spindle	
2915.9064	0.66	spindle	
2966.4764	0.68	spindle	
5086.1977	0.44	spindle	
5104.7977	0.6	spindle	
5162.4277	0.64	spindle	
6180.5194	0.56	spindle	
6614.0733	0.99	spindle	
6884.2311	1.23	spindle	
6914.2511	0.6	spindle	
6933.7911	0.8	spindle	
9888.0802	0.8	spindle	
9896.8102	0.54	spindle	
9951.3902	0.57	spindle	
9959.9902	1.06	spindle	
9990.0502	0.51	spindle	
12186.1775	0.63	spindle	
12217.9875	0.44	spindle	
12222.0375	0.6	spindle	
12224.7075	0.48	spindle	
12227.5675	0.63	spindle	
12235.5475	0.66	spindle	
12245.8575	0.61	spindle	
12249.8175	0.42	spindle	
12253.7875	0.49	spindle	
12259.3175	0.34	spindle	
12274.4375	1.4	spindle	
12290.5475	0.39	spindle	
12293.2875	1.12	spindle	
12299.3675	0.84	spindle	
12313.9375	0.59	spindle	
12353.6575	0.37	spindle	
12411.5475	0.64	spindle	
12415.1175	0.8	spindle	
12540.2514	0.62	spindle	
12547.8514	0.94	spindle	
12552.7014	0.95	spindle	
12689.1753	0.56	spindle	
12698.5353	0.57	spindle	
12713.7953	0.52	spindle	
12748.0653	0.59	spindle	
12770.1953	0.48	spindle	
