startSec	durationSec	eventName	
1728.9063	115	segmentViewed	
25068.9063	115	segmentViewed	
29628.9063	115	segmentViewed	
1732.0563	0.99	spindle	
1742.3163	0.89	spindle	
1754.7563	1.04	spindle	
1772.0863	0.47	spindle	
1774.0863	0.75	spindle	
1776.4663	0.87	spindle	
1779.3363	0.87	spindle	
1810.8363	0.49	spindle	
1812.5963	0.53	spindle	
1818.9063	0.65	spindle	
1825.0463	0.54	spindle	
1826.0363	0.53	spindle	
1827.0263	0.46	spindle	
1828.0763	0.59	spindle	
1829.8063	0.51	spindle	
1835.3363	0.51	spindle	
25074.3163	0.44	spindle	
25088.3663	0.39	spindle	
25105.7763	1.08	spindle	
25149.5063	0.87	spindle	
25153.4663	0.57	spindle	
25158.8463	1.41	spindle	
29633.7363	1.29	spindle	
29650.2763	2.4	spindle	
29654.2663	0.76	spindle	
29658.9963	0.62	spindle	
29664.6663	0.53	spindle	
29668.4863	1.02	spindle	
29722.8763	0.66	spindle	
29725.5863	0.49	spindle	
29727.1363	1.31	spindle	
29730.4963	2.09	spindle	
29734.2263	2.07	spindle	
29740.5863	0.49	spindle	
