startSec	durationSec	eventName	
8737.9141	115	segmentViewed	
17359.9141	115	segmentViewed	
21459.9141	115	segmentViewed	
8741.7541	0.62	spindle	
8744.1141	0.45	spindle	
8749.6641	0.48	spindle	
8751.9941	0.57	spindle	
8783.1341	0.79	spindle	
8787.2941	0.59	spindle	
8790.2841	0.63	spindle	
8799.2941	0.57	spindle	
8810.7341	0.69	spindle	
17361.6541	0.53	spindle	
17363.9541	0.95	spindle	
17382.1841	1.05	spindle	
17387.9441	0.81	spindle	
17394.3141	0.42	spindle	
17397.9241	0.67	spindle	
17406.5641	1.05	spindle	
17433.9741	0.59	spindle	
17436.2241	0.78	spindle	
17438.7641	1.03	spindle	
17445.0041	0.58	spindle	
17450.7041	1.33	spindle	
17454.0941	0.91	spindle	
17456.7841	0.75	spindle	
17459.4041	1.45	spindle	
17463.7041	0.6	spindle	
17466.2841	1.5	spindle	
17469.8241	0.99	spindle	
21495.5041	0.79	spindle	
21520.8841	0.89	spindle	
21529.1341	0.7	spindle	
21530.9941	0.38	spindle	
21531.5141	0.73	spindle	
21536.9141	0.75	spindle	
21550.5941	0.77	spindle	
21553.1741	0.65	spindle	
21562.1041	1.58	spindle	
21566.3941	0.44	spindle	
