startSec	durationSec	eventName	
829.3945	115	segmentViewed	
1101.3984	115	segmentViewed	
3645.4297	115	segmentViewed	
3775.4297	115	segmentViewed	
5245.4492	115	segmentViewed	
5385.4531	115	segmentViewed	
5525.4531	115	segmentViewed	
5675.457	115	segmentViewed	
6115.4609	115	segmentViewed	
9878.7813	115	segmentViewed	
903.2945	0.32	spindle	
908.9145	0.57	spindle	
909.9445	0.34	spindle	
912.6345	0.35	spindle	
1109.2884	0.86	spindle	
1126.5284	0.68	spindle	
1130.8284	0.48	spindle	
1136.2084	0.49	spindle	
1143.6184	0.53	spindle	
1147.8584	0.92	spindle	
1156.9584	0.94	spindle	
1173.2884	0.75	spindle	
1192.6584	0.5	spindle	
1198.9584	1	spindle	
3700.2397	0.58	spindle	
3712.3897	0.91	spindle	
3716.1997	0.73	spindle	
3738.9997	0.43	spindle	
3745.4897	0.41	spindle	
3757.5097	0.54	spindle	
3788.7297	1.15	spindle	
3792.9397	0.8	spindle	
3795.0397	0.4	spindle	
3826.0197	1.33	spindle	
3844.4297	0.81	spindle	
3847.8197	0.66	spindle	
3861.8097	0.4	spindle	
5305.1192	0.54	spindle	
5329.8992	0.65	spindle	
5341.3892	0.46	spindle	
5494.9631	0.43	spindle	
5528.6331	1.14	spindle	
5537.3131	0.78	spindle	
5549.2231	1.09	spindle	
5556.8031	0.8	spindle	
5574.1831	0.63	spindle	
5578.8631	0.73	spindle	
5585.0531	1.33	spindle	
5604.4631	0.73	spindle	
5631.3331	1.15	spindle	
5634.5631	1.11	spindle	
5637.3631	0.44	spindle	
5638.2931	0.5	spindle	
5682.397	0.64	spindle	
5718.597	1.1	spindle	
5753.037	1.06	spindle	
5768.517	0.6	spindle	
6121.8309	1.17	spindle	
6125.7909	0.82	spindle	
6141.5709	0.75	spindle	
6145.8009	0.57	spindle	
6177.1609	0.6	spindle	
6189.8509	1.2	spindle	
6193.6109	1.1	spindle	
6206.0309	0.47	spindle	
9879.9713	0.85	spindle	
9909.9113	0.96	spindle	
9937.3913	0.87	spindle	
9940.3213	0.47	spindle	
9941.4113	1.01	spindle	
9950.5513	1.14	spindle	
9984.0713	0.59	spindle	
9993.1413	0.64	spindle	
