startSec	durationSec	eventName	
10758.9922	115	segmentViewed	
12588.9922	115	segmentViewed	
17698.9922	115	segmentViewed	
17878.9922	115	segmentViewed	
18028.9922	115	segmentViewed	
18318.9922	115	segmentViewed	
22518.9922	115	segmentViewed	
22996.9922	115	segmentViewed	
23166.9922	115	segmentViewed	
23406.9922	115	segmentViewed	
10784.6222	0.44	spindle	
10835.3722	0.74	spindle	
10838.8222	0.52	spindle	
12656.2022	0.49	spindle	
12657.0522	0.44	spindle	
17718.1322	1.31	spindle	
17729.3022	0.54	spindle	
17754.6422	1.12	spindle	
17758.2722	0.67	spindle	
17763.7622	0.59	spindle	
17795.7122	0.51	spindle	
17800.4722	0.68	spindle	
17808.8222	0.71	spindle	
17924.7722	1.56	spindle	
17944.5322	1.44	spindle	
17952.5322	0.95	spindle	
17964.0822	0.5	spindle	
17986.2722	0.53	spindle	
18035.2522	1.38	spindle	
18052.1322	0.91	spindle	
18066.9022	1.02	spindle	
18068.5922	0.7	spindle	
18093.0322	1.02	spindle	
18118.0122	0.51	spindle	
18132.0622	0.93	spindle	
18381.4222	0.5	spindle	
22519.4022	0.49	spindle	
22522.1122	0.82	spindle	
22523.8022	0.93	spindle	
22527.8522	1.29	spindle	
22573.3622	1.29	spindle	
22593.7522	1.16	spindle	
22598.1922	0.93	spindle	
22601.4322	0.39	spindle	
22602.4222	0.43	spindle	
22618.2222	0.69	spindle	
23003.2922	1.43	spindle	
23008.4422	0.83	spindle	
23016.2522	1.64	spindle	
23022.9822	0.59	spindle	
23030.8422	0.59	spindle	
23053.2822	0.44	spindle	
23078.5222	0.93	spindle	
23194.5522	0.68	spindle	
23210.0922	0.52	spindle	
23235.1522	0.56	spindle	
23248.6822	0.74	spindle	
23257.5522	0.63	spindle	
23416.7122	0.46	spindle	
23488.2222	0.48	spindle	
23492.0622	0.6	spindle	
23496.0322	0.47	spindle	
