startSec	durationSec	eventName	
11142.8789	115	segmentViewed	
13862.8789	115	segmentViewed	
14242.8789	115	segmentViewed	
14412.8789	115	segmentViewed	
21352.8789	115	segmentViewed	
21572.8789	115	segmentViewed	
25032.8789	115	segmentViewed	
25612.8789	115	segmentViewed	
25802.8789	115	segmentViewed	
25922.8789	115	segmentViewed	
11167.8089	0.65	spindle	
11172.0989	0.59	spindle	
11252.1389	0.77	spindle	
13894.8289	0.45	spindle	
13900.2089	0.93	spindle	
13969.0989	0.96	spindle	
14269.2789	0.53	spindle	
14274.5489	0.85	spindle	
14278.8889	0.45	spindle	
14322.3089	0.63	spindle	
14349.4389	0.63	spindle	
14447.3189	0.91	spindle	
21357.9989	1.13	spindle	
21370.4489	0.56	spindle	
21460.1389	1.24	spindle	
21587.6889	0.44	spindle	
21635.8889	0.58	spindle	
21681.6689	0.6	spindle	
25032.8989	0.79	spindle	
25657.6989	0.44	spindle	
25659.4889	0.57	spindle	
25689.7689	0.53	spindle	
25709.4489	0.47	spindle	
25715.5789	0.67	spindle	
25724.3089	0.69	spindle	
25818.6589	0.46	spindle	
25882.5189	0.49	spindle	
