startSec	durationSec	eventName	
2985.7734	115	segmentViewed	
3335.7813	115	segmentViewed	
3505.7813	115	segmentViewed	
3635.7852	115	segmentViewed	
3765.7852	115	segmentViewed	
8545.8477	115	segmentViewed	
8695.8477	115	segmentViewed	
8825.8516	115	segmentViewed	
9115.8555	115	segmentViewed	
9245.8555	115	segmentViewed	
3000.1734	0.57	spindle	
3007.2334	0.69	spindle	
3024.5434	1.06	spindle	
3035.7734	0.55	spindle	
3043.8434	0.79	spindle	
3053.0534	0.62	spindle	
3054.8634	0.37	spindle	
3065.6134	1.21	spindle	
3072.8334	0.72	spindle	
3076.0334	0.37	spindle	
3076.6334	0.54	spindle	
3079.5634	0.96	spindle	
3085.5834	1.25	spindle	
3338.0613	0.58	spindle	
3341.6413	2.31	spindle	
3349.6013	0.51	spindle	
3353.4513	0.55	spindle	
3359.7613	0.6	spindle	
3365.3013	0.53	spindle	
3372.7913	0.94	spindle	
3377.9113	0.36	spindle	
3378.4413	1.3	spindle	
3382.2513	0.49	spindle	
3393.0013	1.3	spindle	
3401.6013	0.59	spindle	
3419.1413	0.73	spindle	
3421.8813	0.91	spindle	
3423.1913	0.62	spindle	
3427.7413	0.92	spindle	
3432.4313	0.32	spindle	
3433.0313	0.55	spindle	
3436.5613	0.39	spindle	
3508.8413	1.5	spindle	
3512.3113	1.29	spindle	
3518.5913	0.67	spindle	
3521.0913	0.76	spindle	
3526.9413	0.64	spindle	
3528.4213	0.59	spindle	
3543.2513	0.94	spindle	
3554.2313	1.12	spindle	
3556.5813	0.73	spindle	
3573.9213	1.08	spindle	
3579.2713	0.57	spindle	
3584.7813	0.69	spindle	
3587.9313	0.88	spindle	
3592.3613	0.4	spindle	
3592.9613	0.84	spindle	
3595.7713	0.32	spindle	
3601.3613	1.19	spindle	
3603.1513	0.97	spindle	
3610.1813	1.5	spindle	
3617.1213	0.53	spindle	
3649.2952	0.53	spindle	
3651.0752	0.46	spindle	
3659.9152	0.46	spindle	
3665.2752	0.6	spindle	
3670.1452	0.41	spindle	
3671.8352	0.69	spindle	
3681.1952	0.48	spindle	
3688.4952	0.75	spindle	
3696.2552	0.44	spindle	
3701.2352	1.33	spindle	
3705.2352	0.68	spindle	
3706.7852	0.35	spindle	
3710.7852	0.57	spindle	
3718.3952	0.4	spindle	
3730.0852	0.61	spindle	
3735.6552	0.6	spindle	
3767.6452	0.72	spindle	
3779.7252	0.72	spindle	
3797.4452	0.73	spindle	
3799.5452	1.35	spindle	
3806.9952	1.08	spindle	
3811.8152	1.27	spindle	
3838.1452	0.86	spindle	
3842.0852	0.39	spindle	
3851.6452	0.88	spindle	
3862.7552	0.62	spindle	
3873.9252	0.86	spindle	
3876.5152	0.69	spindle	
8554.4377	1.31	spindle	
8559.5277	0.94	spindle	
8563.7077	1.4	spindle	
8576.5677	1.57	spindle	
8583.9277	2.1	spindle	
8605.0877	1.24	spindle	
8607.8477	1.17	spindle	
8609.9877	1.02	spindle	
8616.2077	0.89	spindle	
8619.0377	0.79	spindle	
8624.7777	1.15	spindle	
8627.1577	0.73	spindle	
8637.1777	0.56	spindle	
8643.2077	1.36	spindle	
8648.2877	1.03	spindle	
8650.0177	0.64	spindle	
8657.7277	0.98	spindle	
8699.1377	1.36	spindle	
8713.6577	1.39	spindle	
8719.6477	0.52	spindle	
8733.7477	0.32	spindle	
8735.7577	0.71	spindle	
8740.2477	0.62	spindle	
8741.1077	0.32	spindle	
8742.9677	0.37	spindle	
8749.4977	0.54	spindle	
8756.1877	1.04	spindle	
8758.9277	0.66	spindle	
8764.3977	1.39	spindle	
8765.9577	1.44	spindle	
8768.8777	0.83	spindle	
8772.5177	1.01	spindle	
8776.4477	0.91	spindle	
8782.6077	1.51	spindle	
8787.8077	0.59	spindle	
8800.4777	0.34	spindle	
8804.1477	0.32	spindle	
8809.4977	0.72	spindle	
8826.7216	0.91	spindle	
8831.3116	1.85	spindle	
8834.5616	1.75	spindle	
8839.0316	0.73	spindle	
8841.8116	1.18	spindle	
8846.6016	1.64	spindle	
8852.0516	0.89	spindle	
8871.5516	0.67	spindle	
8874.3516	0.88	spindle	
8875.6216	0.67	spindle	
8880.4416	0.59	spindle	
8884.2216	0.96	spindle	
8888.7216	1.35	spindle	
8898.7916	0.95	spindle	
8901.8716	0.75	spindle	
8904.7816	0.74	spindle	
8909.2316	0.62	spindle	
8913.9816	0.91	spindle	
8915.8516	0.83	spindle	
8925.1716	0.57	spindle	
8929.4416	1.52	spindle	
8934.4716	0.82	spindle	
