startSec	durationSec	eventName	
6720.8086	115	segmentViewed	
8850.8359	115	segmentViewed	
15750.9258	115	segmentViewed	
6725.2186	0.39	spindle	
6726.0386	0.6	spindle	
6735.1986	0.67	spindle	
6736.5286	0.32	spindle	
6737.0786	0.56	spindle	
6742.1286	0.57	spindle	
6744.5786	1.49	spindle	
6748.6986	1.75	spindle	
6753.6186	1.32	spindle	
6756.5886	0.8	spindle	
6761.3186	0.87	spindle	
6763.8086	0.64	spindle	
6766.2386	2.07	spindle	
6770.9186	1.89	spindle	
6774.6686	0.93	spindle	
6778.9786	0.67	spindle	
6798.7286	0.84	spindle	
6800.9486	0.94	spindle	
6804.8286	0.46	spindle	
6809.9786	0.92	spindle	
6814.6386	0.67	spindle	
6820.1886	1.16	spindle	
6829.4386	0.66	spindle	
6833.4486	1.5	spindle	
8851.5659	0.66	spindle	
8852.9759	0.75	spindle	
8854.0259	1.08	spindle	
8867.7259	0.54	spindle	
8871.4559	1.04	spindle	
8877.0859	1.06	spindle	
8881.9259	1.58	spindle	
8896.2059	0.98	spindle	
8903.3359	0.66	spindle	
8907.2459	1.09	spindle	
8912.4759	0.88	spindle	
8914.9959	0.68	spindle	
8921.7659	0.9	spindle	
8925.8759	0.62	spindle	
8936.3159	0.82	spindle	
8946.4759	1.14	spindle	
8951.4459	1.8	spindle	
8963.2059	1.41	spindle	
15765.9258	1.11	spindle	
15771.0358	1.51	spindle	
15776.5158	1.8	spindle	
15778.7258	0.71	spindle	
15780.7658	1.53	spindle	
15784.1858	1.88	spindle	
15794.2658	1	spindle	
15796.9158	0.34	spindle	
15798.3758	1.16	spindle	
15808.9958	1	spindle	
15814.0658	0.31	spindle	
15820.8558	0.84	spindle	
15824.7958	2.49	spindle	
15829.7658	0.76	spindle	
15836.8158	1.99	spindle	
15840.6158	1.11	spindle	
15844.2858	1.64	spindle	
15849.9558	1.49	spindle	
15853.9758	1.51	spindle	
15858.5058	0.78	spindle	
15862.2358	1.83	spindle	
