startSec	durationSec	eventName	
4941.0977	115	segmentViewed	
6788.1367	115	segmentViewed	
10251.207	115	segmentViewed	
4944.4077	1	spindle	
4949.2877	0.97	spindle	
4952.5277	0.38	spindle	
4960.8477	1.25	spindle	
4970.9077	1.72	spindle	
4980.4277	1.84	spindle	
4990.2777	0.52	spindle	
4993.2477	0.37	spindle	
4996.7277	1.2	spindle	
5014.9577	0.56	spindle	
5039.4377	0.39	spindle	
5040.0077	0.97	spindle	
5047.5277	0.63	spindle	
5051.7277	0.3	spindle	
6794.9867	1.78	spindle	
6810.9767	1.08	spindle	
6825.8767	0.68	spindle	
6862.7567	0.68	spindle	
6882.9367	1.22	spindle	
6886.3167	0.34	spindle	
6902.6567	0.48	spindle	
10268.647	0.67	spindle	
10276.087	0.73	spindle	
10284.907	0.57	spindle	
10290.297	0.58	spindle	
10294.707	0.82	spindle	
10308.757	0.64	spindle	
10346.807	0.69	spindle	
10358.627	1.17	spindle	
10362.487	0.61	spindle	
10364.997	1	spindle	
