startSec	durationSec	eventName	
1404.8125	115	segmentViewed	
4184.8477	115	segmentViewed	
4574.8555	115	segmentViewed	
5594.8672	115	segmentViewed	
6024.8711	115	segmentViewed	
8246.9023	115	segmentViewed	
12364.9531	115	segmentViewed	
12534.957	115	segmentViewed	
12854.9609	115	segmentViewed	
13024.9648	115	segmentViewed	
1507.4225	1.32	spindle	
4187.0877	0.52	spindle	
4207.5477	0.53	spindle	
4221.2477	0.66	spindle	
4240.9577	0.62	spindle	
4276.6577	0.69	spindle	
4282.3677	0.76	spindle	
4601.9455	0.43	spindle	
4608.5255	0.97	spindle	
4661.3855	0.64	spindle	
4688.2755	0.76	spindle	
5610.2972	0.8	spindle	
5628.2872	0.84	spindle	
5638.4772	1.02	spindle	
5646.2872	1.3	spindle	
5651.0172	0.53	spindle	
5658.7472	1.06	spindle	
5662.4572	0.98	spindle	
5671.5772	0.86	spindle	
5676.3472	0.66	spindle	
5687.9072	0.73	spindle	
6032.5111	0.43	spindle	
6036.8411	0.82	spindle	
6043.1711	0.32	spindle	
6050.7211	0.37	spindle	
6054.6811	0.4	spindle	
6078.8311	0.76	spindle	
6084.3111	0.43	spindle	
6090.4011	0.47	spindle	
6096.2311	0.66	spindle	
6105.7911	0.43	spindle	
6129.0011	0.47	spindle	
6133.0711	0.46	spindle	
8292.5223	1.03	spindle	
8298.2323	1.24	spindle	
8314.7023	0.61	spindle	
8350.0823	0.72	spindle	
12386.8531	1.02	spindle	
12391.5131	1.28	spindle	
12395.7831	0.92	spindle	
12405.8231	1.13	spindle	
12434.7631	0.97	spindle	
12439.8931	1.57	spindle	
12445.7331	1.53	spindle	
12459.2031	1.23	spindle	
12470.8731	0.64	spindle	
12551.177	0.73	spindle	
12558.357	0.92	spindle	
12560.997	0.42	spindle	
12562.917	0.82	spindle	
12576.247	1.21	spindle	
12583.027	1.59	spindle	
12594.587	0.37	spindle	
12596.347	0.94	spindle	
12604.807	0.9	spindle	
12631.377	0.9	spindle	
12638.487	0.53	spindle	
12870.9309	1.11	spindle	
12895.0709	0.92	spindle	
12900.7809	0.4	spindle	
12906.0109	0.69	spindle	
12911.4609	0.71	spindle	
12925.9909	1.06	spindle	
12931.8009	0.66	spindle	
12943.6509	0.6	spindle	
12953.4609	0.56	spindle	
12961.7909	0.53	spindle	
12966.2309	1.58	spindle	
13032.6848	1.45	spindle	
13036.4648	0.44	spindle	
13049.9048	0.69	spindle	
13056.3748	0.5	spindle	
13057.2848	0.32	spindle	
13069.3348	1.07	spindle	
13075.2948	1.59	spindle	
13081.0748	1	spindle	
