startSec	durationSec	eventName	
996.7852	115	segmentViewed	
1136.7852	115	segmentViewed	
1276.7891	115	segmentViewed	
2706.8047	115	segmentViewed	
5926.8477	115	segmentViewed	
7436.8672	115	segmentViewed	
8046.875	115	segmentViewed	
8236.8789	115	segmentViewed	
11336.918	115	segmentViewed	
11466.918	115	segmentViewed	
1020.6252	0.61	spindle	
1086.8252	0.92	spindle	
1143.1452	0.75	spindle	
1146.5352	0.87	spindle	
1152.6552	0.55	spindle	
1182.2852	1.28	spindle	
1190.9252	1.37	spindle	
1196.5352	1.3	spindle	
1203.2752	0.91	spindle	
1211.9952	1	spindle	
1220.1752	0.96	spindle	
1223.1252	0.59	spindle	
1234.8252	0.87	spindle	
1283.1391	0.77	spindle	
1309.2991	1.23	spindle	
1319.0191	1.11	spindle	
1347.9791	1.36	spindle	
1355.5291	1.43	spindle	
1359.7791	0.91	spindle	
1364.1691	0.54	spindle	
1367.6691	1.33	spindle	
1380.7491	0.47	spindle	
2708.9847	0.59	spindle	
2757.4647	1.06	spindle	
2795.2647	1.06	spindle	
2818.1447	1.95	spindle	
5997.6777	0.65	spindle	
7490.6372	0.52	spindle	
8124.625	0.72	spindle	
8156.825	0.59	spindle	
8160.655	0.77	spindle	
8253.1089	0.42	spindle	
8297.8089	0.57	spindle	
11346.968	2.04	spindle	
11353.948	0.64	spindle	
11370.388	0.5	spindle	
11406.588	0.69	spindle	
11486.638	0.89	spindle	
11492.708	0.85	spindle	
11511.818	1.92	spindle	
11580.398	0.77	spindle	
