startSec	durationSec	eventName	
11979.0469	115	segmentViewed	
12279.0547	115	segmentViewed	
12549.0586	115	segmentViewed	
11981.0869	0.64	spindle	
11991.3969	1.06	spindle	
11998.6569	0.81	spindle	
12002.3269	0.96	spindle	
12010.2969	1.51	spindle	
12016.3669	1.7	spindle	
12021.5969	1.01	spindle	
12026.6269	1.21	spindle	
12031.0669	1.46	spindle	
12050.7269	1.46	spindle	
12063.6669	0.59	spindle	
12075.8469	0.67	spindle	
12084.5869	1.21	spindle	
12088.3869	1.6	spindle	
12282.6447	1.36	spindle	
12287.8947	1.3	spindle	
12292.3847	1.38	spindle	
12299.1547	0.68	spindle	
12301.5747	0.51	spindle	
12304.9247	0.97	spindle	
12310.9447	0.68	spindle	
12320.8147	0.4	spindle	
12332.4947	1.45	spindle	
12335.3347	0.73	spindle	
12338.8247	0.9	spindle	
12343.2547	0.84	spindle	
12346.5647	0.51	spindle	
12348.4347	1.74	spindle	
12352.2247	1.33	spindle	
12362.3447	0.44	spindle	
12373.9347	0.5	spindle	
12382.2047	0.87	spindle	
12384.8447	0.66	spindle	
12387.5647	1.38	spindle	
12555.6386	0.85	spindle	
12581.9586	1.32	spindle	
12587.7186	0.86	spindle	
12596.8186	0.82	spindle	
12602.5786	1	spindle	
12613.3886	1.26	spindle	
12634.0686	1.03	spindle	
12648.7186	0.79	spindle	
12650.8186	0.62	spindle	
