startSec	durationSec	eventName	
2855.3164	115	segmentViewed	
5085.3477	115	segmentViewed	
6105.3594	115	segmentViewed	
6525.3633	115	segmentViewed	
6865.3711	115	segmentViewed	
9885.4102	115	segmentViewed	
12185.4375	115	segmentViewed	
12305.4375	115	segmentViewed	
12485.4414	115	segmentViewed	
12685.4453	115	segmentViewed	
2864.7864	0.43	spindle	
2966.4064	0.68	spindle	
5162.3077	0.64	spindle	
6180.5894	0.53	spindle	
6560.3633	0.48	spindle	
6569.6133	0.57	spindle	
6614.0733	0.91	spindle	
6621.5533	1.21	spindle	
6632.0033	0.92	spindle	
6884.2611	1.23	spindle	
9888.1002	0.82	spindle	
9896.8102	0.48	spindle	
9960.0502	0.73	spindle	
12186.1675	0.67	spindle	
12222.0375	0.54	spindle	
12224.7075	0.42	spindle	
12227.5975	0.54	spindle	
12235.6075	0.44	spindle	
12245.8275	0.59	spindle	
12253.8175	0.54	spindle	
12274.9675	0.84	spindle	
12293.4675	0.72	spindle	
12415.1575	0.59	spindle	
12540.1814	0.67	spindle	
12547.8514	1.01	spindle	
12689.1753	0.55	spindle	
12713.9053	0.42	spindle	
12736.3353	0.74	spindle	
