startSec	durationSec	eventName	
9067.2148	115	segmentViewed	
13791.2734	115	segmentViewed	
13941.2773	115	segmentViewed	
9074.6048	0.79	spindle	
9134.9948	0.62	spindle	
9151.3048	0.65	spindle	
9160.5548	1.53	spindle	
9164.7748	0.52	spindle	
9173.6948	0.82	spindle	
9178.8048	0.52	spindle	
13823.1434	0.6	spindle	
13829.3534	0.82	spindle	
13835.2334	0.59	spindle	
13850.8934	0.94	spindle	
13854.2134	1.24	spindle	
13872.7134	1.21	spindle	
13880.5534	1.14	spindle	
13890.7334	0.64	spindle	
13893.8134	0.71	spindle	
13897.9034	1.08	spindle	
13953.8073	0.73	spindle	
13990.4773	0.72	spindle	
14015.7673	1.15	spindle	
14036.9073	0.84	spindle	
14054.1073	0.69	spindle	
