startSec	durationSec	eventName	
4264.3906	115	segmentViewed	
5240.418	115	segmentViewed	
10820.582	115	segmentViewed	
4268.9206	1.27	spindle	
4274.1206	1.2	spindle	
4276.8506	0.89	spindle	
4293.3006	0.79	spindle	
4305.9506	0.8	spindle	
4317.1206	0.75	spindle	
4329.9406	0.82	spindle	
4366.7806	0.75	spindle	
4367.7806	1.04	spindle	
5245.728	0.67	spindle	
5246.458	1.35	spindle	
5262.128	1.96	spindle	
5266.248	1.11	spindle	
5268.148	0.99	spindle	
5272.398	0.83	spindle	
5306.418	0.75	spindle	
5313.978	1.53	spindle	
5319.688	1.68	spindle	
5324.718	1.14	spindle	
5332.588	1.36	spindle	
5339.508	0.86	spindle	
5348.678	0.98	spindle	
10823.802	0.89	spindle	
10826.192	0.74	spindle	
10831.162	1.83	spindle	
10841.422	0.59	spindle	
10844.692	1.11	spindle	
10849.272	1.54	spindle	
10867.722	2.06	spindle	
10880.692	0.64	spindle	
10886.082	1.75	spindle	
10909.642	1.61	spindle	
10918.652	1.17	spindle	
10925.322	0.93	spindle	
10930.072	1.48	spindle	
