startSec	durationSec	eventName	
4777.7695	115	segmentViewed	
11151.957	115	segmentViewed	
13012.0156	115	segmentViewed	
4792.2795	0.78	spindle	
4841.0695	0.59	spindle	
4853.3495	0.4	spindle	
4878.9595	0.81	spindle	
11166.377	0.47	spindle	
11171.597	0.8	spindle	
11175.927	0.56	spindle	
11180.017	1.54	spindle	
11183.787	1.17	spindle	
11186.617	1	spindle	
11221.547	1.25	spindle	
11226.237	0.63	spindle	
11239.757	0.67	spindle	
11243.687	0.6	spindle	
11244.507	1.03	spindle	
11251.287	0.47	spindle	
11255.507	0.84	spindle	
11261.147	0.95	spindle	
13023.6056	0.86	spindle	
13068.6256	0.78	spindle	
13088.5156	0.47	spindle	
13118.2456	0.42	spindle	
13126.2156	0.79	spindle	
