startSec	durationSec	eventName	
1371.9648	115	segmentViewed	
5402.0156	115	segmentViewed	
10112.0781	115	segmentViewed	
1392.7048	0.32	spindle	
1396.0248	1.14	spindle	
1400.0848	0.84	spindle	
1401.4548	1.31	spindle	
1407.2148	0.74	spindle	
1418.7748	0.74	spindle	
1422.5648	1.35	spindle	
1427.4648	0.62	spindle	
1471.2148	0.51	spindle	
1475.2748	0.65	spindle	
1480.7848	0.59	spindle	
5408.5656	1.18	spindle	
5412.1556	0.94	spindle	
5428.0756	0.54	spindle	
5439.4056	1.01	spindle	
5481.3156	0.64	spindle	
5486.3456	1.42	spindle	
5489.9456	1.52	spindle	
5493.5256	0.93	spindle	
5499.9356	0.97	spindle	
5503.9956	0.92	spindle	
5507.2656	0.56	spindle	
5510.6256	0.53	spindle	
10142.1381	0.64	spindle	
10152.6881	0.75	spindle	
10174.0781	0.89	spindle	
10177.5781	0.92	spindle	
10191.8281	1	spindle	
10197.3281	1.28	spindle	
10203.6881	0.69	spindle	
10204.7181	0.75	spindle	
10209.9181	0.97	spindle	
