startSec	durationSec	eventName	
2827.0938	115	segmentViewed	
7859.1602	115	segmentViewed	
2833.1538	1.69	spindle	
2839.3838	1.82	spindle	
2846.5238	2.07	spindle	
2871.5938	0.75	spindle	
2882.4238	1	spindle	
2888.8738	0.31	spindle	
2889.3038	0.99	spindle	
2893.4338	1.18	spindle	
2901.2438	1.42	spindle	
2912.1238	0.3	spindle	
2916.3738	0.8	spindle	
7863.0502	0.64	spindle	
7869.1902	0.92	spindle	
7894.9502	0.84	spindle	
7909.2602	0.76	spindle	
7915.5802	1.4	spindle	
7920.1802	0.64	spindle	
7924.5502	0.71	spindle	
7950.6802	0.48	spindle	
7959.9902	0.57	spindle	
