startSec	durationSec	eventName	
11368.3945	115	segmentViewed	
11758.4023	115	segmentViewed	
13020.418	115	segmentViewed	
11372.1045	1.16	spindle	
11377.2945	1.47	spindle	
11385.9745	1.63	spindle	
11391.1545	1.41	spindle	
11397.7345	1.05	spindle	
11402.3445	0.84	spindle	
11416.5045	0.55	spindle	
11419.8245	0.77	spindle	
11421.2745	1.2	spindle	
11424.6445	0.46	spindle	
11440.7645	0.92	spindle	
11442.8845	0.46	spindle	
11459.0845	0.92	spindle	
11466.6745	0.71	spindle	
11474.3245	0.8	spindle	
11480.7345	0.75	spindle	
11779.0623	0.77	spindle	
11782.0423	1.22	spindle	
11787.4223	1.16	spindle	
11791.9623	0.91	spindle	
11797.0423	0.99	spindle	
11806.8623	1.16	spindle	
11813.6723	0.44	spindle	
11814.7523	0.64	spindle	
11823.1723	0.52	spindle	
11846.1123	0.86	spindle	
11860.9923	0.49	spindle	
11861.8023	0.62	spindle	
11863.7023	0.69	spindle	
13027.218	0.39	spindle	
13035.438	0.79	spindle	
13068.758	0.64	spindle	
13072.418	0.89	spindle	
13078.338	0.72	spindle	
13100.198	0.81	spindle	
13107.278	0.47	spindle	
13119.138	0.77	spindle	
13121.778	0.67	spindle	
