startSec	durationSec	eventName	
12516.1133	115	segmentViewed	
14868.4961	115	segmentViewed	
15018.4961	115	segmentViewed	
12517.8033	0.81	spindle	
12522.0033	0.42	spindle	
12524.9133	0.96	spindle	
12529.5733	0.96	spindle	
12536.7533	0.67	spindle	
12543.7333	0.74	spindle	
12547.6533	1.16	spindle	
12557.6033	0.86	spindle	
12565.5633	0.99	spindle	
12577.4633	0.84	spindle	
12581.9833	0.42	spindle	
12590.7533	0.74	spindle	
12595.5933	0.57	spindle	
12597.7433	0.77	spindle	
12601.6633	0.64	spindle	
12604.5033	0.49	spindle	
12606.2533	0.69	spindle	
12609.3833	0.77	spindle	
14875.9061	0.64	spindle	
14879.6061	0.94	spindle	
14883.3561	0.67	spindle	
14887.4661	0.95	spindle	
14955.9061	0.66	spindle	
14961.1061	1.5	spindle	
14964.4361	1.11	spindle	
14971.7861	1.45	spindle	
14976.4361	0.82	spindle	
15021.9861	0.71	spindle	
15041.4361	1.12	spindle	
15045.7061	1.02	spindle	
15047.9261	1.11	spindle	
15053.3861	0.73	spindle	
15057.8561	0.69	spindle	
15061.1761	1.3	spindle	
15064.7761	0.61	spindle	
15067.6561	0.89	spindle	
15075.0761	0.6	spindle	
15092.7561	0.69	spindle	
15094.2261	0.8	spindle	
15110.0561	0.39	spindle	
15112.9461	0.52	spindle	
15119.1961	1.25	spindle	
15123.0261	0.65	spindle	
