startSec	durationSec	eventName	
669.4883	115	segmentViewed	
1643.5	115	segmentViewed	
4163.5313	115	segmentViewed	
4453.5352	115	segmentViewed	
4623.5391	115	segmentViewed	
5633.5547	115	segmentViewed	
5753.5547	115	segmentViewed	
10893.6211	115	segmentViewed	
11053.6211	115	segmentViewed	
12033.6328	115	segmentViewed	
707.1083	0.69	spindle	
781.2083	1.21	spindle	
1676.99	0.5	spindle	
1723.62	0.69	spindle	
4189.1213	0.64	spindle	
4629.0591	0.61	spindle	
5634.8747	0.63	spindle	
5639.4447	0.36	spindle	
5646.0147	1.02	spindle	
5660.9247	0.41	spindle	
5674.0847	0.6	spindle	
5738.4547	0.64	spindle	
5839.6247	0.49	spindle	
10912.6011	0.44	spindle	
11096.6611	0.46	spindle	
12101.4728	0.77	spindle	
