startSec	durationSec	eventName	
8067.7813	115	segmentViewed	
8687.7891	115	segmentViewed	
12527.8398	115	segmentViewed	
8072.5113	0.54	spindle	
8082.8213	1.01	spindle	
8087.9313	1.01	spindle	
8091.3513	0.72	spindle	
8101.1513	0.79	spindle	
8113.6313	1.21	spindle	
8136.1113	1.28	spindle	
8153.5113	1.18	spindle	
8157.7913	0.89	spindle	
8167.5413	0.81	spindle	
8174.6213	0.84	spindle	
8182.1513	0.63	spindle	
8690.3691	0.39	spindle	
8697.8991	0.81	spindle	
8703.1991	0.52	spindle	
8714.7691	0.89	spindle	
8744.1491	0.79	spindle	
8756.8791	0.74	spindle	
8763.9391	0.72	spindle	
8779.9491	0.79	spindle	
12536.8298	0.55	spindle	
12548.3598	0.63	spindle	
12590.8098	0.47	spindle	
12618.9698	0.95	spindle	
